FileName_OrigDNA,FileName_OrigDen,FileName_OrigPuncta,Group_Index,Group_Number,Metadata_Plate,Metadata_Site,Metadata_Well,Metadata_WellCol,Metadata_WellRow,PathName_OrigDNA,PathName_OrigDen,PathName_OrigPuncta
B - 6(fld 5 wv D360_40X - HQ535_50M).tif,B - 6(fld 5 wv S475_20X - HQ535_50M).tif,B - 6(fld 5 wv HQ620_60X - HQ700_75M).tif,930,1,Plate 7,5,B6,6,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
B - 6(fld 6 wv D360_40X - HQ535_50M).tif,B - 6(fld 6 wv S475_20X - HQ535_50M).tif,B - 6(fld 6 wv HQ620_60X - HQ700_75M).tif,931,1,Plate 7,6,B6,6,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
B - 7(fld 1 wv D360_40X - HQ535_50M).tif,B - 7(fld 1 wv S475_20X - HQ535_50M).tif,B - 7(fld 1 wv HQ620_60X - HQ700_75M).tif,932,1,Plate 7,1,B7,7,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
B - 7(fld 2 wv D360_40X - HQ535_50M).tif,B - 7(fld 2 wv S475_20X - HQ535_50M).tif,B - 7(fld 2 wv HQ620_60X - HQ700_75M).tif,933,1,Plate 7,2,B7,7,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
B - 7(fld 3 wv D360_40X - HQ535_50M).tif,B - 7(fld 3 wv S475_20X - HQ535_50M).tif,B - 7(fld 3 wv HQ620_60X - HQ700_75M).tif,934,1,Plate 7,3,B7,7,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
B - 7(fld 4 wv D360_40X - HQ535_50M).tif,B - 7(fld 4 wv S475_20X - HQ535_50M).tif,B - 7(fld 4 wv HQ620_60X - HQ700_75M).tif,935,1,Plate 7,4,B7,7,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
B - 7(fld 5 wv D360_40X - HQ535_50M).tif,B - 7(fld 5 wv S475_20X - HQ535_50M).tif,B - 7(fld 5 wv HQ620_60X - HQ700_75M).tif,936,1,Plate 7,5,B7,7,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
B - 7(fld 6 wv D360_40X - HQ535_50M).tif,B - 7(fld 6 wv S475_20X - HQ535_50M).tif,B - 7(fld 6 wv HQ620_60X - HQ700_75M).tif,937,1,Plate 7,6,B7,7,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
B - 8(fld 1 wv D360_40X - HQ535_50M).tif,B - 8(fld 1 wv S475_20X - HQ535_50M).tif,B - 8(fld 1 wv HQ620_60X - HQ700_75M).tif,938,1,Plate 7,1,B8,8,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
B - 8(fld 2 wv D360_40X - HQ535_50M).tif,B - 8(fld 2 wv S475_20X - HQ535_50M).tif,B - 8(fld 2 wv HQ620_60X - HQ700_75M).tif,939,1,Plate 7,2,B8,8,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
B - 8(fld 3 wv D360_40X - HQ535_50M).tif,B - 8(fld 3 wv S475_20X - HQ535_50M).tif,B - 8(fld 3 wv HQ620_60X - HQ700_75M).tif,940,1,Plate 7,3,B8,8,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
B - 8(fld 4 wv D360_40X - HQ535_50M).tif,B - 8(fld 4 wv S475_20X - HQ535_50M).tif,B - 8(fld 4 wv HQ620_60X - HQ700_75M).tif,941,1,Plate 7,4,B8,8,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
B - 8(fld 5 wv D360_40X - HQ535_50M).tif,B - 8(fld 5 wv S475_20X - HQ535_50M).tif,B - 8(fld 5 wv HQ620_60X - HQ700_75M).tif,942,1,Plate 7,5,B8,8,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
B - 8(fld 6 wv D360_40X - HQ535_50M).tif,B - 8(fld 6 wv S475_20X - HQ535_50M).tif,B - 8(fld 6 wv HQ620_60X - HQ700_75M).tif,943,1,Plate 7,6,B8,8,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 5(fld 1 wv D360_40X - HQ535_50M).tif,C - 5(fld 1 wv S475_20X - HQ535_50M).tif,C - 5(fld 1 wv HQ620_60X - HQ700_75M).tif,944,1,Plate 7,1,C5,5,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 5(fld 2 wv D360_40X - HQ535_50M).tif,C - 5(fld 2 wv S475_20X - HQ535_50M).tif,C - 5(fld 2 wv HQ620_60X - HQ700_75M).tif,945,1,Plate 7,2,C5,5,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 5(fld 3 wv D360_40X - HQ535_50M).tif,C - 5(fld 3 wv S475_20X - HQ535_50M).tif,C - 5(fld 3 wv HQ620_60X - HQ700_75M).tif,946,1,Plate 7,3,C5,5,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 5(fld 4 wv D360_40X - HQ535_50M).tif,C - 5(fld 4 wv S475_20X - HQ535_50M).tif,C - 5(fld 4 wv HQ620_60X - HQ700_75M).tif,947,1,Plate 7,4,C5,5,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 5(fld 5 wv D360_40X - HQ535_50M).tif,C - 5(fld 5 wv S475_20X - HQ535_50M).tif,C - 5(fld 5 wv HQ620_60X - HQ700_75M).tif,948,1,Plate 7,5,C5,5,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 5(fld 6 wv D360_40X - HQ535_50M).tif,C - 5(fld 6 wv S475_20X - HQ535_50M).tif,C - 5(fld 6 wv HQ620_60X - HQ700_75M).tif,949,1,Plate 7,6,C5,5,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 6(fld 1 wv D360_40X - HQ535_50M).tif,C - 6(fld 1 wv S475_20X - HQ535_50M).tif,C - 6(fld 1 wv HQ620_60X - HQ700_75M).tif,950,1,Plate 7,1,C6,6,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 6(fld 2 wv D360_40X - HQ535_50M).tif,C - 6(fld 2 wv S475_20X - HQ535_50M).tif,C - 6(fld 2 wv HQ620_60X - HQ700_75M).tif,951,1,Plate 7,2,C6,6,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 6(fld 3 wv D360_40X - HQ535_50M).tif,C - 6(fld 3 wv S475_20X - HQ535_50M).tif,C - 6(fld 3 wv HQ620_60X - HQ700_75M).tif,952,1,Plate 7,3,C6,6,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 6(fld 4 wv D360_40X - HQ535_50M).tif,C - 6(fld 4 wv S475_20X - HQ535_50M).tif,C - 6(fld 4 wv HQ620_60X - HQ700_75M).tif,953,1,Plate 7,4,C6,6,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 6(fld 5 wv D360_40X - HQ535_50M).tif,C - 6(fld 5 wv S475_20X - HQ535_50M).tif,C - 6(fld 5 wv HQ620_60X - HQ700_75M).tif,954,1,Plate 7,5,C6,6,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 6(fld 6 wv D360_40X - HQ535_50M).tif,C - 6(fld 6 wv S475_20X - HQ535_50M).tif,C - 6(fld 6 wv HQ620_60X - HQ700_75M).tif,955,1,Plate 7,6,C6,6,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 7(fld 1 wv D360_40X - HQ535_50M).tif,C - 7(fld 1 wv S475_20X - HQ535_50M).tif,C - 7(fld 1 wv HQ620_60X - HQ700_75M).tif,956,1,Plate 7,1,C7,7,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 7(fld 2 wv D360_40X - HQ535_50M).tif,C - 7(fld 2 wv S475_20X - HQ535_50M).tif,C - 7(fld 2 wv HQ620_60X - HQ700_75M).tif,957,1,Plate 7,2,C7,7,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 7(fld 3 wv D360_40X - HQ535_50M).tif,C - 7(fld 3 wv S475_20X - HQ535_50M).tif,C - 7(fld 3 wv HQ620_60X - HQ700_75M).tif,958,1,Plate 7,3,C7,7,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 7(fld 4 wv D360_40X - HQ535_50M).tif,C - 7(fld 4 wv S475_20X - HQ535_50M).tif,C - 7(fld 4 wv HQ620_60X - HQ700_75M).tif,959,1,Plate 7,4,C7,7,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 7(fld 5 wv D360_40X - HQ535_50M).tif,C - 7(fld 5 wv S475_20X - HQ535_50M).tif,C - 7(fld 5 wv HQ620_60X - HQ700_75M).tif,960,1,Plate 7,5,C7,7,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 7(fld 6 wv D360_40X - HQ535_50M).tif,C - 7(fld 6 wv S475_20X - HQ535_50M).tif,C - 7(fld 6 wv HQ620_60X - HQ700_75M).tif,961,1,Plate 7,6,C7,7,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 8(fld 1 wv D360_40X - HQ535_50M).tif,C - 8(fld 1 wv S475_20X - HQ535_50M).tif,C - 8(fld 1 wv HQ620_60X - HQ700_75M).tif,962,1,Plate 7,1,C8,8,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 8(fld 2 wv D360_40X - HQ535_50M).tif,C - 8(fld 2 wv S475_20X - HQ535_50M).tif,C - 8(fld 2 wv HQ620_60X - HQ700_75M).tif,963,1,Plate 7,2,C8,8,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 8(fld 3 wv D360_40X - HQ535_50M).tif,C - 8(fld 3 wv S475_20X - HQ535_50M).tif,C - 8(fld 3 wv HQ620_60X - HQ700_75M).tif,964,1,Plate 7,3,C8,8,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 8(fld 4 wv D360_40X - HQ535_50M).tif,C - 8(fld 4 wv S475_20X - HQ535_50M).tif,C - 8(fld 4 wv HQ620_60X - HQ700_75M).tif,965,1,Plate 7,4,C8,8,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 8(fld 5 wv D360_40X - HQ535_50M).tif,C - 8(fld 5 wv S475_20X - HQ535_50M).tif,C - 8(fld 5 wv HQ620_60X - HQ700_75M).tif,966,1,Plate 7,5,C8,8,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
C - 8(fld 6 wv D360_40X - HQ535_50M).tif,C - 8(fld 6 wv S475_20X - HQ535_50M).tif,C - 8(fld 6 wv HQ620_60X - HQ700_75M).tif,967,1,Plate 7,6,C8,8,C,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
D - 5(fld 1 wv D360_40X - HQ535_50M).tif,D - 5(fld 1 wv S475_20X - HQ535_50M).tif,D - 5(fld 1 wv HQ620_60X - HQ700_75M).tif,968,1,Plate 7,1,D5,5,D,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
D - 5(fld 2 wv D360_40X - HQ535_50M).tif,D - 5(fld 2 wv S475_20X - HQ535_50M).tif,D - 5(fld 2 wv HQ620_60X - HQ700_75M).tif,969,1,Plate 7,2,D5,5,D,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
D - 5(fld 3 wv D360_40X - HQ535_50M).tif,D - 5(fld 3 wv S475_20X - HQ535_50M).tif,D - 5(fld 3 wv HQ620_60X - HQ700_75M).tif,970,1,Plate 7,3,D5,5,D,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
D - 5(fld 4 wv D360_40X - HQ535_50M).tif,D - 5(fld 4 wv S475_20X - HQ535_50M).tif,D - 5(fld 4 wv HQ620_60X - HQ700_75M).tif,971,1,Plate 7,4,D5,5,D,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 7
